Prefix,Number,Course Title,Section,CRN,Semester,UID,Name,Registration,Date,Midterm,Final,Grade Mode,Credits,Final Grade Entered,Passing,Passing Override
TPP,4310,Directing 1,,,,U00000038,Student 38,,,,B+,R,3,Y,c,
TPP,4600,Writing For The Theatre,,,,U00000038,Student 38,,,,A+,R,3,Y,c,
TPP,4920,Special Topics in Performance,,,,U00000038,Student 38,,,,B+,R,3,Y,c,
TPP,4923,Music Theatre Workshop,,,,U00000038,Student 38,,,,B+,R,3,Y,c,
TPP,3230,Laboratory Workshop in Performance,,,,U00000038,Student 38,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000039,Student 39,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000040,Student 40,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000041,Student 41,,,,A+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000043,Student 43,,,,B+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000044,Student 44,,,,A-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000045,Student 45,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000046,Student 46,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000047,Student 47,,,,B-,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000047,Student 47,,,,B-,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000047,Student 47,,,,,R,3,N,ip,
TPP,3155,Acting 2,,,,U00000047,Student 47,,,,,R,3,N,ip,
TPP,4920,Special Topics in Performance,,,,U00000047,Student 47,,,,A+,R,3,Y,c,
TPP,4923,Music Theatre Workshop,,,,U00000047,Student 47,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000048,Student 48,,,,B-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000049,Student 49,,,,B,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000050,Student 50,,,,B-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000051,Student 51,,,,A,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000051,Student 51,,,,C+,R,3,Y,c,
TPP,3155,Acting 2,,,,U00000051,Student 51,,,,B-,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000051,Student 51,,,,,R,3,N,ip,
TPP,4180,Acting 3,,,,U00000051,Student 51,,,,A-,R,3,Y,c,
TPP,4310,Directing 1,,,,U00000051,Student 51,,,,B-,R,3,Y,c,
TPP,4600,Writing For The Theatre,,,,U00000051,Student 51,,,,B+,R,3,Y,c,
TPP,4920,Special Topics in Performance,,,,U00000051,Student 51,,,,B+,R,3,Y,c,
TPP,4923,Music Theatre Workshop,,,,U00000051,Student 51,,,,A+,R,3,Y,c,
TPP,3230,Laboratory Workshop in Performance,,,,U00000051,Student 51,,,,A,R,3,Y,c,
TPP,3251C,Acting the Song,,,,U00000051,Student 51,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000052,Student 52,,,,B,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000053,Student 53,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000054,Student 54,,,,A-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000055,Student 55,,,,B-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000056,Student 56,,,,A-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000057,Student 57,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000058,Student 58,,,,B-,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000058,Student 58,,,,A+,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000058,Student 58,,,,B+,R,3,Y,c,
TPP,3155,Acting 2,,,,U00000058,Student 58,,,,A-,R,3,Y,c,
TPP,4180,Acting 3,,,,U00000058,Student 58,,,,,R,3,N,ip,
TPP,4310,Directing 1,,,,U00000058,Student 58,,,,C+,R,3,Y,c,
TPP,4600,Writing For The Theatre,,,,U00000058,Student 58,,,,B,R,3,Y,c,
TPP,4920,Special Topics in Performance,,,,U00000058,Student 58,,,,B+,R,3,Y,c,
TPP,4923,Music Theatre Workshop,,,,U00000058,Student 58,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000059,Student 59,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000060,Student 60,,,,C+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000061,Student 61,,,,B-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000062,Student 62,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000063,Student 63,,,,A+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000064,Student 64,,,,B+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000065,Student 65,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000066,Student 66,,,,A,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000067,Student 67,,,,B+,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000067,Student 67,,,,C+,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000067,Student 67,,,,,R,3,N,ip,
TPP,3155,Acting 2,,,,U00000067,Student 67,,,,,R,3,N,ip,
TPP,4923,Music Theatre Workshop,,,,U00000067,Student 67,,,,A-,R,3,Y,c,
TPP,3230,Laboratory Workshop in Performance,,,,U00000067,Student 67,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000068,Student 68,,,,B+,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000068,Student 68,,,,B+,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000068,Student 68,,,,,R,3,N,ip,
TPP,3155,Acting 2,,,,U00000068,Student 68,,,,B+,R,3,Y,c,
TPP,4923,Music Theatre Workshop,,,,U00000068,Student 68,,,,A-,R,3,Y,c,
TPP,3230,Laboratory Workshop in Performance,,,,U00000068,Student 68,,,,B+,R,3,Y,c,
TPP,3251C,Acting the Song,,,,U00000068,Student 68,,,,C+,R,3,Y,c,
TPP,3252C,Musical Theatre Scene Study,,,,U00000068,Student 68,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000070,Student 70,,,,B+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000071,Student 71,,,,B+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000072,Student 72,,,,B+,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000072,Student 72,,,,B-,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000072,Student 72,,,,,R,3,N,ip,
TPP,3155,Acting 2,,,,U00000072,Student 72,,,,,R,3,N,ip,
TPP,4310,Directing 1,,,,U00000072,Student 72,,,,A+,R,3,Y,c,
TPP,4600,Writing For The Theatre,,,,U00000072,Student 72,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000073,Student 73,,,,B-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000074,Student 74,,,,C+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000075,Student 75,,,,C+,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000075,Student 75,,,,B,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000075,Student 75,,,,,R,3,N,ip,
TPP,3155,Acting 2,,,,U00000075,Student 75,,,,A-,R,3,Y,c,
TPP,4180,Acting 3,,,,U00000075,Student 75,,,,,R,3,N,ip,
TPP,4920,Special Topics in Performance,,,,U00000075,Student 75,,,,C+,R,3,Y,c,
TPP,4923,Music Theatre Workshop,,,,U00000075,Student 75,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000077,Student 77,,,,A,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000077,Student 77,,,,A-,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000077,Student 77,,,,,R,3,N,ip,
TPP,4221,Audition Workshop for Actors,,,,U00000077,Student 77,,,,A-,R,3,Y,c,
TPP,4310,Directing 1,,,,U00000077,Student 77,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000078,Student 78,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000079,Student 79,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000080,Student 80,,,,A+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000081,Student 81,,,,A-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000082,Student 82,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000083,Student 83,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000084,Student 84,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000085,Student 85,,,,B,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000086,Student 86,,,,B-,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000086,Student 86,,,,A,R,3,Y,c,
TPP,3155,Acting 2,,,,U00000086,Student 86,,,,A-,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000086,Student 86,,,,C+,R,3,Y,c,
TPP,4180,Acting 3,,,,U00000086,Student 86,,,,A-,R,3,Y,c,
TPP,4235,Ensemble Studio,,,,U00000086,Student 86,,,,,R,3,N,ip,
TPP,4923,Music Theatre Workshop,,,,U00000086,Student 86,,,,B,R,3,Y,c,
TPP,3230,Laboratory Workshop in Performance,,,,U00000086,Student 86,,,,B+,R,3,Y,c,
TPP,3251C,Acting the Song,,,,U00000086,Student 86,,,,A-,R,3,Y,c,
TPP,3252C,Musical Theatre Scene Study,,,,U00000086,Student 86,,,,A+,R,3,Y,c,
TPP,3580,Special Skills in Movement,,,,U00000086,Student 86,,,,C+,R,3,Y,c,
TPP,4221,Audition Workshop for Actors,,,,U00000086,Student 86,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000087,Student 87,,,,A,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000087,Student 87,,,,B+,R,3,Y,c,
TPP,3155,Acting 2,,,,U00000087,Student 87,,,,B-,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000087,Student 87,,,,,R,3,N,ip,
TPP,4180,Acting 3,,,,U00000087,Student 87,,,,B-,R,3,Y,c,
TPP,4310,Directing 1,,,,U00000087,Student 87,,,,A+,R,3,Y,c,
TPP,4600,Writing For The Theatre,,,,U00000087,Student 87,,,,B,R,3,Y,c,
TPP,4920,Special Topics in Performance,,,,U00000087,Student 87,,,,B,R,3,Y,c,
TPP,4923,Music Theatre Workshop,,,,U00000087,Student 87,,,,A,R,3,Y,c,
TPP,3230,Laboratory Workshop in Performance,,,,U00000087,Student 87,,,,A+,R,3,Y,c,
TPP,3251C,Acting the Song,,,,U00000087,Student 87,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000088,Student 88,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000089,Student 89,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000090,Student 90,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000091,Student 91,,,,A+,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000092,Student 92,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000094,Student 94,,,,B-,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000095,Student 95,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000096,Student 96,,,,A-,R,3,Y,c,
TPP,3510,Movement for Actors,,,,U00000096,Student 96,,,,C+,R,3,Y,c,
TPP,3155,Acting 2,,,,U00000096,Student 96,,,,A,R,3,Y,c,
TPP,3790,Voice for Actors,,,,U00000096,Student 96,,,,A,R,3,Y,c,
TPP,4180,Acting 3,,,,U00000096,Student 96,,,,,R,3,N,ip,
TPP,4600,Writing For The Theatre,,,,U00000096,Student 96,,,,C+,R,3,Y,c,
TPP,4920,Special Topics in Performance,,,,U00000096,Student 96,,,,C+,R,3,Y,c,
TPP,4923,Music Theatre Workshop,,,,U00000096,Student 96,,,,B+,R,3,Y,c,
TPP,3230,Laboratory Workshop in Performance,,,,U00000096,Student 96,,,,B-,R,3,Y,c,
TPP,3251C,Acting the Song,,,,U00000096,Student 96,,,,B,R,3,Y,c,
TPP,3252C,Musical Theatre Scene Study,,,,U00000096,Student 96,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000097,Student 97,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000098,Student 98,,,,,R,3,N,ip,
TPP,2110,Acting 1,,,,U00000099,Student 99,,,,B,R,3,Y,c,
TPP,2110,Acting 1,,,,U00000100,Student 100,,,,A+,R,3,Y,c,
